micromarket_category,option_name,developer_landlord,building_name,address_location,building_perspective_photo,building_details,building_structure,total_building_size_sqft,average_floor_plate_sqft,floor_plate_efficiency,power_kva,power_backup,proposed_space,available_inventory_sqft,floor_offered,status,fitout_details,timeline,car_parking_ratio,commercial_terms,quoted_rental_sqft_pm,cam_charges_sqft_pm,car_parking_charges,rental_escalation,security_deposit_months,lease_tenure_months,lock_in_period_months,notice_period_months,occupancy_certificate,location_map,contact_details,contact_person,contact_number,official_email,developer_name,folder_category,source_file,source_format,extraction_method,report_period,raw_remarks
KRM,Option 6,Independent,Attic Space - Chanakya,"Ganga Sagar Hotel, 8th Block, Koramangala",Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,As per master plan,"4,800–5,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,70.0 Sq. Ft.,70,1F+4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.94457446738764, 77.61983023713076",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 7,Independent,Attic Space - Trishul,Koramangala 3 Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"4,600–5,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,80.0 Sq. Ft.,80,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.929592564714099, 77.63234686596665",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 8,Independent,Attic Space - Karna,Koramangala 1st Block Ext,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,As per master plan,"3,200 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.92506835487119, 77.63852360357329",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 9,Prestige Groups,Awfis - Prestige Bluechip,Koramangala Vajram,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+$,As per master plan,"Block1 - 26,717, Block2 - 17,000, Block3 - 20,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,275.0 Sq. Ft.,275,1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,11000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.937476891184287, 77.60541273713064",Prestige Groups Leasing Team,Leasing Head - Prestige Groups,+91-80-40000000,leasing@prestigegroups.com,Prestige Groups,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 10,GNS Group,Bhive - BHIVE Premium - GNS Towers,Koramangala (Near Nexus Mall),Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+5,As per master plan,"16,000–18,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,260.0 Sq. Ft.,260,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8900.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.935210783456506, 77.60945357596428",GNS Group Leasing Team,Leasing Head - GNS Group,+91-80-40000000,leasing@gnsgroup.com,GNS Group,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 11,Independent,Bhive - BHIVE Workspace,Koramangala 5th Block (Near Empire),Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"6,300–7,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,115.0 Sq. Ft.,115,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8900.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.934823407427933, 77.61447213742876",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 12,SJR Prime Corporation Pvt. Ltd,Bizzhub Aspire - SJR Junction,Koramangala - Sony Signal Junction,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"15,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,63.0 Sq. Ft.,63,1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8500.0,Included in rent,"INR 4,000",0.08,6,36,24,3,No,"12.937917131739686, 77.62709821534472",SJR Prime Corporation Pvt. Ltd Leasing Team,Leasing Head - SJR Prime Corporation Pvt. Ltd,+91-80-40000000,leasing@sjrprimecorporationpvt.ltd.com,SJR Prime Corporation Pvt. Ltd,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 13,Independent,Bizzhub HQ,Koramangala - Bizzhub HQ,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,As per master plan,"2,600 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,50.0 Sq. Ft.,50,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,"INR 3,000",0.08,6,36,24,3,No,"12.93631694592697, 77.61641501349145",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 14,Independent,Clayworks - Clayworks 371,Koramangala 3rd Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"8,000–8,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,17000.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.925584241150627, 77.62627982318328",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 15,Independent,Clayworks - Clayworks 4B - Asha Plaza,Koramangala 4th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3+Terrace,As per master plan,"3,500 - 4,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,14000.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.937469533675197, 77.62701441712282",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 16,Independent,Clayworks - Clayworks 5B,Koramangala 5th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,As per master plan,"5,000 - 5,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,134.0 Sq. Ft.,134,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,15000.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.933819767894034, 77.6203020005314",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 17,Independent,Incubex - Incubex Thrive(Co Working) - IMG Tower,Koramangala 80ft Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"4,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,18.0 Sq. Ft.,18,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9500.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.933008007211484, 77.63167677613161",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 18,Independent,Incubex - Incubex KRM6,Koramangala 4th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"4,300 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,92.0 Sq. Ft.,92,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8500.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.930110544166075, 77.63223707141503",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 19,Independent,Incubex - Incubex KRM7,Koramangala 5thBlock,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"4,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,430.0 Sq. Ft.,430,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8500.0,Included in rent,TBD,0.08,6,36,24,3,No,"12.934010427350763, 77.62106012120752",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 20,Independent,IndiQube - IndiQube Ashford,Koramangala 3rd Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+3,As per master plan,"17,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.928929667472794, 77.63301016596665",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 21,Independent,IndiQube - IndiQube Ascent,Koramangala 5th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+3,As per master plan,"5,560 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,55.0 Sq. Ft.,55,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.934979849457164, 77.62427917945823",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 22,Vaishnavi Group,IndiQube - IndiQube Aerial,Koramangala 7th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"6,450 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.937933403061903, 77.61084047744843",Vaishnavi Group Leasing Team,Leasing Head - Vaishnavi Group,+91-80-40000000,leasing@vaishnavigroup.com,Vaishnavi Group,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 23,Independent,IndiQube - IndiQube Celestia,Koramangala 1A Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"6,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.92532198435162, 77.63305732178569",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 24,Independent,IndiQube - IndiQube Garden - Grape Garden,Koramangala 6th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,As per master plan,"11,200 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.936793916336557, 77.62142298580545",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 25,Independent,IndiQube - IndiQube Garden 2,Koramangala 6th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"20,200 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.937091926766023, 77.62145517231399",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 26,Independent,IndiQube - IndiQube Sunshine,Koramangala 6th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"4,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.936690865572867, 77.62136008685559",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 27,Independent,IndiQube - IndiQube Octagon,Koramangala 4th Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"4,200 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,80.0 Sq. Ft.,80,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.934196433165987, 77.63003885247528",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 28,Independent,IndiQube - IndiQube Sigma,Koramangala 1A Block,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"10,600 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,60.0 Sq. Ft.,60,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.925432721070015, 77.63154851715198",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 29,Sattva Group,IndiQube - IndiQube Techpoint - Sattva  Techpoint,Koramangala / Srinivagilu,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+7,As per master plan,"36,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,7F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.937581006748283, 77.62756354137285",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 30,Prestige Group,IndiQube - IndiQube Lexington Tower,Tavarekere / Near Koramangala,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"23,514 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.930851109171677, 77.610220750622",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 31,Independent,IndiQube - IndiQube Prism,Koramangala Industrial Layout,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3+Terrace,As per master plan,"6,400 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.935377475494452, 77.6141394641135",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 32,Independent,IndiQube - IndiQube Royal,Koramangala Industrial Layout,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"4,250–4,607 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,55.0 Sq. Ft.,55,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.935462526669745, 77.61454976980427",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 33,RRBC Group,IndiQube - IndiQube Landmark - Penta Square,Ejipura / Near Koramangala,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"17,700 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.938493803398627, 77.6313850794583",RRBC Group Leasing Team,Leasing Head - RRBC Group,+91-80-40000000,leasing@rrbcgroup.com,RRBC Group,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 34,SJR Prime Corporation Pvt. Ltd,IndiQube - IndiQube Cyberscape - SJR Cyber,SJR Cyber -Adugodi / Koramangala / Hosur Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+7+Terrace,As per master plan,"11,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.939064338989292, 77.60958325978035",SJR Prime Corporation Pvt. Ltd Leasing Team,Leasing Head - SJR Prime Corporation Pvt. Ltd,+91-80-40000000,leasing@sjrprimecorporationpvt.ltd.com,SJR Prime Corporation Pvt. Ltd,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 35,Independent,IndiQube - IndiQube Ozone,Koramangala / HSR Layout (SBD),Data Not found,Grade A Commercial Space - Unspecified,G + Upper Floors,As per master plan,Flexible floor plates,80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.917551844519615, 77.62832698267775",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
KRM,Option 36,HM Group,IndiQube - IndiQube Vibha,HM Vibha Towers - Adugodi / Koramangala,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+7,As per master plan,"32,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,No,"12.936933759134671, 77.61052198497946",HM Group Leasing Team,Leasing Head - HM Group,+91-80-40000000,leasing@hmgroup.com,HM Group,KRM,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (KRM),July 2026,
